batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,I Wouldnt Mind - ♱,,localadeline1,2100000,34300,127800,6882
1,1,original sound - 𝙹 𝙾 𝚈 𝙲 𝙴 𝙻 𝙸𝙽 💋,"serverlife, serverproblems, servertiktok, servers",lujanojoyce,146400,0,22000,849
1,2,original sound - ★ seplix,,brookemonk_,984800,2313,51000,1297
1,3,original sound - The Relationship Hub,@marietpk7gk,pierson,665300,5630,51100,2798
1,4,original sound - torross.crafted,"leathercraft, asmr",torross.crafted,770500,5663,55000,8989
1,5,Love You So - The King Khan & BBQ Show,,opppleeen,8535,179,1345,202
1,6,original sound - Owen Lynch,@itscamillaara,hahowen,24900,87,3279,44
1,7,original sound - Hannah Stocking,@anwar,hannahstocking,137400,813,13400,1619
1,8,original sound - AjTrueCrime,"kingvon, otf, chicago, rip, grave, rapper, viral, fyp",ajtruecrime,259000,4656,31000,2525
1,9,agora hills - ✿,@xxhellbunnyxx,wade_v4,11000,47,1068,66
