batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,lowe.dat - suritasarapist69,"@pkbsbl24, fyp, therealcoolspot, glitch, newtrend, viral, trending, glitchoverlord, glitchapocalypse, new",therealcoolspot,398000,2421,31600,1333
1,1,THICK x WAP - carneyval,,ashleyb4253,290700,756,26300,472
1,2,original sound - 💎LadyKay💎,stitch,lady.kay_,1812,138,69,17
1,3,son original - RAPoXygène,,asalundjadan,102300,134,6001,245
1,4,Donk by Beyoncé - ㅤ,,asaliraniii,16400,39,959,28
1,5,I Am What I Am (feat. Fivio Foreign) - King Von,"@d4adbird1, robloxhoodgame, robloxhoodrp, kingvon, oblock, fyp, robloxfyp, makemefamous, robloxstory, robloxstorytime",krazybando,535,50,93,7
1,6,original sound - FLOPETTE,,babynoomi,305100,3387,12200,480
1,7,Don't Go Insane - DPR IAN,dprian,momsonkpop,30000,268,2221,145
1,8,original sound - 𝕭𝖚𝖋𝖋𝖔𝖔𝖓,"keyboardtrend, fyp, viral, amazonfind",ash.faves,221600,6996,31000,9347
1,9,original sound - WS10,"mm2, mm2roblox, mm2funny, mm2fyp, roblox, mm2club, mm2funnymoments",mm2_ws10,98900,2639,11300,399
1,10,original sound - Kevin Silberman,"fyp, teachersoftiktok, nappingclass",silb0017,11000,56,776,21
2,0,original sound - onzpo,"@adoptme_lovers519, onzpo, vfx, noeyefilter, ihaveeyes, lore",onzpo,14800,1862,1276,61
2,1,P power (feat. Drake) - Gunna,"wlw, lgbtq%F0%9F%8F%B3%EF%B8%8F%E2%80%8D%F0%9F%8C%88, womenumpires",jharbs_,112300,97,5860,230
2,2,som original - bbm,,surthycooks,683600,3281,23400,1322
2,3,You Can't Beat Me Challenge Jersey Club (Suunnnlight Vocals) - YKaY,,tati_amberly,110500,462,17900,1313
2,4,original sound - Rongo_tenge_tenge🇺🇬,"aminumusa23, rongeur, tengerere",rangotengetenge03,14100,46,566,306
2,5,original sound - Kam Tunechi 💕,fyp,xtiana7x,262100,715,19800,890
2,6,Let It Snow! Let It Snow! Let It Snow! - Dean Martin,"nailtech, dmv, dmvnailtech, dmvnails, fyp, christmasnails, foryoupage, foryou, parati, nails, besties, mexicantiktok, letitsnow",as.gonzalezz,524000,3291,30300,8154
2,7,original sound - Reletableflop,"fyp, noflop, schoolmeme, real, flopera, dontletthisflop, floptok, floptokera%F0%9F%A4%AA%F0%9F%A4%AA%F0%9F%A5%B0%F0%9F%A5%B0%F0%9F%98%8D%F0%9F%98%8D, floptok%F0%9F%98%8D%F0%9F%98%8D%F0%9F%98%AD%F0%9F%98%8C%F0%9F%A4%9E%F0%9F%92%85%F0%9F%92%85, floptoksupremacy, viral, blowthisup, iminmyflopera, roblox, tagurbestfriend",flopcentral_2,171700,1142,20700,977
2,8,original sound - preppyannafaye,"fyp, foryou, preppy, annough, trending, annafayeslays, fyp%E3%82%B7, xyzbca, viral, fake, joke, satire",preppyannafaye,40700,236,4898,73
2,9,Sorry it plays twice - Roblox,"tiktok, foryou, paintpens",trippydraws,57900,94,3356,30
2,10,original sound - MoBo,comedy,mobotv,2700000,3927,199300,16900
2,11,original sound - 🎧🎼,"fyp, apollo02, mannixfam",apollonelmida,386900,687,86900,2394
2,12,Head First Then Eyes - aeB7,"dmv, viral, fyp",luhhmatt_,96800,907,10900,450
2,13,original sound - Debbie Valdez,"fyp, fyp%E3%82%B7, couple, couplecomedy, couple, foryoupage, relationship, couplegoals, viral, couplelove, trending, xybca, funny, couplestiktok, relatable, foryou, boyfriend",debbiekval,10100,82,1252,37
2,14,som original - Palavras do Interior,"wlw, queer",tamanielle,226800,2283,13900,1314
2,15,Good Girls Bad Guys - Falling In Reverse,"pookie, pookiebear, wolf, twilight, relatable, fyy",cheggo,431000,9220,48100,21900
2,16,they snubbed rhea seehorn - kim wexler’s wife 👔,"tall, tallgirlproblems, tallpeopleproblems, height, tallgirl",kiley_langille,697,22,88,4
